table_name,table_schema,column_name,data_type
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,deferral_points_billings_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,non_points_revenue_third_party_amt,real
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,store_nk2,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,store_nk3,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,load_ts,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,business_unit_name,character varying
item_packaging_component_link,sainsbury,dq_audit,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,buyer_name,character varying
item_packaging_component_link,sainsbury,technical_metadata,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,cat_manager_name,character varying
subcat_daily_hist_link,sainsbury,availability_dt,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,convenience_range_cluster,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,car_park_type,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,business_unit_dir_name,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,store_competitor_list,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,main_store_competitor,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,best_str_comptitr_in_town_flag,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,latest_investment_type,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,latest_investment_dt,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,batch_id,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,job_name,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,record_deleted_flag,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,hash_diff,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,source_system_cd,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,record_id,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,dq_audit,character varying
adw_prod_adw_rdv_store_opcpty_sat,sainsbury,effective_from_ts,character varying
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,polled_dt,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,item_stat_cd,character varying
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,tran_dt,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,future_item_stat_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,product_quality_framework_desc,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,brand_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,price_uom_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,sellable_uom_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,standard_uom_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,item_discontinued_dt,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,merchandise_attribute_cd,character varying
subcat_daily_hist_link,sainsbury,availability_tm,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,gross_packaged_weight_uom_cd,character varying
subcat_daily_hist_link,sainsbury,store_nk2,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,item_dimension_uom_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,unit_or_item_type,character varying
subcat_daily_hist_link,sainsbury,store_nk3,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,hash_diff,character varying
subcat_daily_hist_link,sainsbury,sub_cat_nk2,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,item_weight_or_vol_uom_cd,character varying
subcat_daily_hist_link,sainsbury,sub_cat_nk3,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,drained_weight_uom_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,std_item_wgt_or_vol_qty_uom_cd,character varying
subcat_daily_hist_link,sainsbury,depot_nk2,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,gross_packaged_weight_uom_cd,character varying
subcat_daily_hist_link,sainsbury,depot_nk3,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,drained_weight_uom_cd,character varying
subcat_daily_hist_link,sainsbury,source_system_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,volumetric_uom_cd,character varying
subcat_daily_hist_link,sainsbury,availability_ts,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,average_unit_weight_uom_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,default_customer_delivery_method,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,item_classification_type_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,catalogue_displayed_lead_tm_in_days,character varying
subcat_daily_hist_link,sainsbury,availability_utc_ts,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,own_label_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,dump_item_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,master_dump_item_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,catchweight_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,weighed_at_checkout_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,deli_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,perishable_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,bonded_warehouse_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,received_at_depot_flag,character varying
